go_id	original_term	simplified_term	group	theme	traits	best_adjp	genes
GO:0030514	Negative Regulation of BMP Signaling Pathway	BMP signalling	TGFβ / BMP / SMAD signalling	Developmental signalling pathways	limb	0.0358741067869525	BAMBI;CRIM1;FBN1
GO:0071772	Response to BMP	BMP signalling	TGFβ / BMP / SMAD signalling	Developmental signalling pathways	limb+trunk	0.00866955702173028	BMP2;BMP6;BMPR1B;SOX9
GO:0060391	Positive Regulation of SMAD Protein Signal Transduction	SMAD signalling	TGFβ / BMP / SMAD signalling	Developmental signalling pathways	limb+trunk	0.00127399486226955	BMP2;BMP5;BMP6;DAB2;SMAD3;TGFB2
GO:0060390	Regulation of SMAD Protein Signal Transduction	SMAD signalling	TGFβ / BMP / SMAD signalling	Developmental signalling pathways	limb+trunk	0.000156131067888694	BMP2;BMP5;BMP6;DAB2;SKI;SMAD3;SMAD6;TGFB2
GO:0071635	Negative Regulation of Transforming Growth Factor Beta Production	TGFβ production	TGFβ / BMP / SMAD signalling	Developmental signalling pathways	limb	0.00193464298873901	FBLN1;FN1;SMAD3
GO:0071634	Regulation of Transforming Growth Factor Beta Production	TGFβ production	TGFβ / BMP / SMAD signalling	Developmental signalling pathways	limb	0.000339146196426167	FBLN1;FN1;SMAD3;TGFB2
GO:0032909	Regulation of Transforming Growth Factor Beta2 Production	TGFβ production	TGFβ / BMP / SMAD signalling	Developmental signalling pathways	limb	0.0109392646581587	SMAD3;TGFB2
GO:0071560	Cellular Response to Transforming Growth Factor Beta Stimulus	TGFβ signalling	TGFβ / BMP / SMAD signalling	Developmental signalling pathways	limb+trunk	7.09401568853186e-05	BAMBI;DAB2;LTBP2;MEF2C;NR3C1;PDE3A;SKI;SMAD3;SOX5;SOX9;TGFB2;WNT4;WNT5A;ZMIZ1
GO:0030512	Negative Regulation of Transforming Growth Factor Beta Receptor Signaling Pathway	TGFβ signalling	TGFβ / BMP / SMAD signalling	Developmental signalling pathways	limb+trunk	0.0193528700156701	BAMBI;BMP2;FBN1;FBN2;SKI;SMAD6;SPRED1;SPRY2
GO:0017015	Regulation of Transforming Growth Factor Beta Receptor Signaling Pathway	TGFβ signalling	TGFβ / BMP / SMAD signalling	Developmental signalling pathways	limb+trunk	0.0206234616157452	BAMBI;BMP2;FBN1;FBN2;LATS2;SKI;SMAD6;SPRED1;SPRY2
GO:0071559	Response to Transforming Growth Factor Beta	TGFβ signalling	TGFβ / BMP / SMAD signalling	Developmental signalling pathways	limb+trunk	0.000888025503288289	MEF2C;NR3C1;PDE3A;SMAD3;SOX5;SOX9;WNT4;WNT5A
GO:0007179	Transforming Growth Factor Beta Receptor Signaling Pathway	TGFβ signalling	TGFβ / BMP / SMAD signalling	Developmental signalling pathways	limb	0.00605737275896597	BAMBI;LTBP2;SMAD3;TGFB2;ZMIZ1
GO:0141091	Transforming Growth Factor Beta Receptor Superfamily Signaling Pathway	TGFβ signalling	TGFβ / BMP / SMAD signalling	Developmental signalling pathways	limb+trunk	0.000198338941318038	BAMBI;BMP2;BMP5;BMP6;BMPR1B;DAB2;DLX5;LTBP2;RUNX2;SKI;SMAD3;SMAD6;TGFB2;ZMIZ1
GO:0090101	Neg Reg Transmembrane Rec Protein Serine/Threonine Kinase Signaling Pathway	TGFβ-superfamily (Ser/Thr-kinase receptor) signalling	TGFβ / BMP / SMAD signalling	Developmental signalling pathways	limb+trunk	0.0222604549788073	BAMBI;BMP2;CRIM1;FBN1;FBN2;NBL1;SKI;SMAD6;SPRED1;SPRY2
GO:0090100	Pos Reg Transmembrane Rec Protein Serine/Threonine Kinase Signaling Pathway	TGFβ-superfamily (Ser/Thr-kinase receptor) signalling	TGFβ / BMP / SMAD signalling	Developmental signalling pathways	limb+trunk	0.0193528700156701	BMP2;BMP5;BMP6;DAB2;SMAD3;TGFB2
GO:0060070	Canonical Wnt Signaling Pathway	WNT signalling	WNT signalling	Developmental signalling pathways	trunk	0.00021923653777021	CTNNB1;LEF1;RYK;SFRP4;TCF7L2;WNT4;WNT5A
GO:0090090	Negative Regulation of Canonical Wnt Signaling Pathway	WNT signalling	WNT signalling	Developmental signalling pathways	limb+trunk	0.0047301991043229	BMP2;CDON;DAB2;LATS2;SFRP4;SNAI2;SOX9;TCF7L2;TLE3;WNT5A
GO:0030178	Negative Regulation of Wnt Signaling Pathway	WNT signalling	WNT signalling	Developmental signalling pathways	limb+trunk	0.000758226560583083	BMP2;CDON;DAB2;GRB10;LATS2;NFATC1;SFRP4;SNAI2;SOX9;TCF7L2;TLE3;VGLL4;WNT5A
GO:0035567	Non-canonical Wnt Signaling Pathway	WNT signalling	WNT signalling	Developmental signalling pathways	trunk	0.0150329568360884	RYK;SFRP4;WNT4;WNT5A
GO:0090263	Positive Regulation of Canonical Wnt Signaling Pathway	WNT signalling	WNT signalling	Developmental signalling pathways	cortical	0.0275985463956609	NFKB1;USP34;WLS
GO:0030177	Positive Regulation of Wnt Signaling Pathway	WNT signalling	WNT signalling	Developmental signalling pathways	cortical+limb+trunk	0.0047301991043229	BAMBI;BMP2;FAM53B;GPC5;NFKB1;PPM1B;SALL1;SFRP4;SKI;SOX4;SPIN1;USP34;WLS
GO:0060828	Regulation of Canonical Wnt Signaling Pathway	WNT signalling	WNT signalling	Developmental signalling pathways	cortical+limb+trunk	0.00274760292644918	APC;BAMBI;BMP2;CDON;DAB2;FAM53B;GPC5;LATS2;NFKB1;PPM1B;SFRP4;SNAI2;SOX4;SOX9;TCF7L2;TLE3;USP34;WLS;WNT5A
GO:0030111	Regulation of Wnt Signaling Pathway	WNT signalling	WNT signalling	Developmental signalling pathways	trunk	0.0138045262362493	BMP2;GRB10;SFRP4;SKI;SPIN1;VGLL4
GO:0016055	Wnt Signaling Pathway	WNT signalling	WNT signalling	Developmental signalling pathways	trunk	0.000907380004899923	CTNNB1;LEF1;RYK;SFRP4;TCF7L2;WNT4;WNT5A
GO:0006325	Chromatin Organization	Chromatin organization	Chromatin, epigenetics & ncRNA	Gene regulation & genome maintenance	cortical+limb+trunk	0.00679545179962429	BRD3;CENPW;ESR1;EZH2;HMGA2;KDM4B;LOXL2;MLLT10;MYC;NIPBL;NPM1;NUCKS1;PML;RYBP;SATB2;SMARCA5;SOX9;SPTY2D1
GO:0051276	Chromosome Organization	Chromatin organization	Chromatin, epigenetics & ncRNA	Gene regulation & genome maintenance	trunk	0.00264581793797419	ABL1;CENPW;DOT1L;MYC;TCF7L2
GO:0045814	Negative Regulation of Gene Expression, Epigenetic	Epigenetic gene silencing	Chromatin, epigenetics & ncRNA	Gene regulation & genome maintenance	limb+trunk	0.000676683703433963	DNMT3A;EZH2;HMGA2;MAX;MYC;PCGF5;RYBP;SCMH1;SMARCA5;SPTY2D1;SUZ12
GO:0031507	Heterochromatin Formation	Heterochromatin formation	Chromatin, epigenetics & ncRNA	Gene regulation & genome maintenance	limb+trunk	0.000336085198835324	DNMT3A;EZH2;HMGA2;MAX;PCGF5;RYBP;SCMH1;SMARCA5;SMCHD1;SPTY2D1;SUZ12
GO:0070828	Heterochromatin Organization	Heterochromatin formation	Chromatin, epigenetics & ncRNA	Gene regulation & genome maintenance	limb+trunk	0.000198338941318038	EZH2;HMGA2;LOXL2;MAX;PCGF5;RYBP;SCMH1;SMARCA5;SPTY2D1;SUZ12
GO:0043921	Host-mediated Perturbation of Viral Transcription	Heterochromatin formation	Chromatin, epigenetics & ncRNA	Gene regulation & genome maintenance	trunk	0.0264239480554881	HMGA2;LEF1;NUCKS1
GO:0031048	Regulatory ncRNA-mediated Heterochromatin Formation	Heterochromatin formation	Chromatin, epigenetics & ncRNA	Gene regulation & genome maintenance	limb	0.0171928483106375	DNMT3A;EZH2
GO:0031509	Subtelomeric Heterochromatin Formation	Heterochromatin formation	Chromatin, epigenetics & ncRNA	Gene regulation & genome maintenance	trunk	0.030208924490067	DOT1L;EZH2
GO:0071168	Protein Localization to Chromatin	Protein localization to chromatin/chromosome	Chromatin, epigenetics & ncRNA	Gene regulation & genome maintenance	cortical+trunk	0.0352312048509372	BRD3;ESR1;LEF1;RAD21;SPIN1
GO:0034502	Protein Localization to Chromosome	Protein localization to chromatin/chromosome	Chromatin, epigenetics & ncRNA	Gene regulation & genome maintenance	trunk	0.030208924490067	BOD1;ESR1;LEF1;SPIN1
GO:0032210	Regulation of Telomere Maintenance via Telomerase	Telomere maintenance	Chromatin, epigenetics & ncRNA	Gene regulation & genome maintenance	cortical	0.0466059965588003	CTNNB1;TP53
GO:0070934	CRD-mediated mRNA Stabilization	mRNA stabilization	Chromatin, epigenetics & ncRNA	Gene regulation & genome maintenance	trunk	0.0405367967367065	IGF2BP2;IGF2BP3
GO:0010587	MiRNA Catabolic Process	miRNA biogenesis/metabolism	Chromatin, epigenetics & ncRNA	Gene regulation & genome maintenance	trunk	0.0405367967367065	LIN28B;PARN
GO:0035196	MiRNA Processing	miRNA biogenesis/metabolism	Chromatin, epigenetics & ncRNA	Gene regulation & genome maintenance	limb	0.0254247530405525	LIN28B;SMAD3;TNRC6A
GO:2000629	Negative Regulation of miRNA Metabolic Process	miRNA biogenesis/metabolism	Chromatin, epigenetics & ncRNA	Gene regulation & genome maintenance	limb	0.00172385431698261	ESR1;NFATC4;SMAD3;SOX9
GO:1902894	Negative Regulation of miRNA Transcription	miRNA biogenesis/metabolism	Chromatin, epigenetics & ncRNA	Gene regulation & genome maintenance	limb	0.00139490401690563	ESR1;NFATC4;SMAD3;SOX9
GO:2000630	Positive Regulation of miRNA Metabolic Process	miRNA biogenesis/metabolism	Chromatin, epigenetics & ncRNA	Gene regulation & genome maintenance	limb+trunk	0.00171599782178697	FOXO3;LIN28B;MYC;NR3C1;SMAD3;TEAD1;TGFB2
GO:1902895	Positive Regulation of miRNA Transcription	miRNA biogenesis/metabolism	Chromatin, epigenetics & ncRNA	Gene regulation & genome maintenance	limb	0.0075280441551088	NR3C1;SMAD3;TEAD1;TGFB2
GO:1902893	Regulation of miRNA Transcription	miRNA biogenesis/metabolism	Chromatin, epigenetics & ncRNA	Gene regulation & genome maintenance	limb+trunk	5.50375017329612e-05	ESR1;FOXO3;MYC;NFATC4;NR3C1;SMAD3;SOX9;TEAD1;TGFB2
GO:0043392	Negative Regulation of DNA Binding	DNA-binding TF activity (regulation)	Transcription & gene expression	Gene regulation & genome maintenance	limb+trunk	0.0302121034980929	HMGA2;LEF1
GO:0051101	Regulation of DNA Binding	DNA-binding TF activity (regulation)	Transcription & gene expression	Gene regulation & genome maintenance	trunk	0.000329649803280975	DOT1L;HMGA2;IGF1;LEF1;SKI
GO:0010629	Negative Regulation of Gene Expression	Gene expression (regulation)	Transcription & gene expression	Gene regulation & genome maintenance	limb+trunk	0.0235325628354913	BMP2;CCDC3;ESR1;EZH2;IGF1;IGF2BP2;IGF2BP3;ITGB8;MEF2C;RBL2;SMAD3;TGFB2;WNT4
GO:0010628	Positive Regulation of Gene Expression	Gene expression (regulation)	Transcription & gene expression	Gene regulation & genome maintenance	limb+trunk	4.14648030557579e-05	BMP2;BMP6;BMPR1B;EIF3E;FBLN1;FGFR4;FN1;FUBP1;FUBP3;HMGA2;IGF1;ITGB8;LEF1;MEF2C;MYC;NFE2L2;PIK3CD;PIK3R1;POU3F3;SAMD4A;SFRP4;SLC38A2;SMAD3;SMO;SOX9;SPRY2;WNT5A
GO:0010468	Regulation of Gene Expression	Gene expression (regulation)	Transcription & gene expression	Gene regulation & genome maintenance	limb+trunk	4.30381041003414e-12	ABL1;BCL6;BMP2;BMP6;BMPR1B;BNC2;CCDC3;CDK6;EFEMP1;ESR1;EZH2;FBLN1;FGFR4;FN1;FUBP1;FUBP3;HMGA1;HMGA2;HNRNPH3;IGF1;IGF2BP2;IGF2BP3;INSR;ITGB8;KDM4B;KMT2E;L3MBTL3;LEF1;MEF2C;MYC;NFE2L2;NR3C1;PIK3CD;PLAG1;PML;POU3F3;PRDM6;RBL2;RYBP;SFRP4;SLC38A2;SMAD3;SMARCA5;SMO;SNAI2;SOX4;SOX9;SPIN1;SPRY2;SPTY2D1;SUFU;TGFB2;UBE2L3;WNT4;WNT5A;WWC2;ZBTB20;ZBTB38;ZFAT;ZNF462;ZNF638
GO:0045892	Negative Regulation of DNA-templated Transcription	Transcription (RNA Pol II / DNA-templated)	Transcription & gene expression	Gene regulation & genome maintenance	cortical+limb+trunk	1.20498412865537e-10	BCL11A;BCL6;BMP2;BMP6;CTNNB1;DAB2;DNMT3A;E2F7;ELF2;EOMES;ESR1;ETV6;EZH2;FOXO1;FOXO3;FOXP1;GLI2;HEXIM1;HMGA1;HMGA2;ID4;JAZF1;L3MBTL3;LEF1;LOXL2;MAX;MEF2C;MYC;NCOR1;NFATC4;NFIC;NFKB1;NFKBIA;NIPBL;NR3C1;PML;POU3F3;PRDM6;PTCH1;RBL2;RUNX2;RYBP;SALL1;SCMH1;SFRP4;SKI;SMAD3;SNAI2;SOX4;SOX9;SUFU;SUZ12;TCF7L2;TFDP2;TP53;TRPS1;VGLL4;WNT4;WNT5A;WWC2;ZBTB20;ZBTB38
GO:0010558	Negative Regulation of Macromolecule Biosynthetic Process	Transcription (RNA Pol II / DNA-templated)	Transcription & gene expression	Gene regulation & genome maintenance	cortical+limb+trunk	0.00379726525578412	BMP2;CCDC3;ESR1;FOXP1;GRB10;IGF1;ITGB8;MEF2C;NFKB1;RBL2;SMAD3;TGFB2;WNT4
GO:1902679	Negative Regulation of RNA Biosynthetic Process	Transcription (RNA Pol II / DNA-templated)	Transcription & gene expression	Gene regulation & genome maintenance	cortical+limb+trunk	1.40504517515188e-06	BCL6;BMP2;CTNNB1;DNMT3A;ELF2;EZH2;FOXO1;FOXP1;HMGA1;HMGA2;ID4;L3MBTL3;LEF1;LOXL2;MAX;NCOR1;NR3C1;PML;POU3F3;RBL2;RUNX2;RYBP;SALL1;SCMH1;SOX9;TCF7L2;TFDP2;TP53;VGLL4;WNT4;WNT5A;ZBTB38
GO:0000122	Negative Regulation of Transcription by RNA Polymerase II	Transcription (RNA Pol II / DNA-templated)	Transcription & gene expression	Gene regulation & genome maintenance	cortical+limb+trunk	7.85545382974305e-07	BCL11A;BCL6;BMP2;BMP6;DAB2;DNMT3A;E2F7;EOMES;ESR1;ETV6;EZH2;FOXO3;GLI2;HEXIM1;HMGA2;ID4;JAZF1;LEF1;LOXL2;MAX;MEF2C;MYC;NCOR1;NFIC;NFKB1;NFKBIA;NIPBL;NR3C1;PRDM6;PTCH1;SALL1;SFRP4;SKI;SMAD3;SNAI2;SOX4;SOX9;SUFU;SUZ12;TCF7L2;TP53;TRPS1;WWC2;ZBTB20
GO:0045893	Positive Regulation of DNA-templated Transcription	Transcription (RNA Pol II / DNA-templated)	Transcription & gene expression	Gene regulation & genome maintenance	cortical+limb+trunk	2.44735371728808e-10	ABL1;ASXL1;BAMBI;BCL11A;BMP2;BMP5;BMP6;BMPR1B;BRD3;CREB5;CTNNB1;CYTL1;DAB2;DLX5;DOT1L;E2F7;ELF2;EOMES;ERG;ESR1;FOXD2;FOXO1;FOXO3;FUBP3;GLI2;HMGA1;HMGA2;IGF1;JAG1;KMT2E;LEF1;MAX;MED13;MEF2C;MEOX2;MLLT10;MYC;NCOA1;NFATC1;NFATC4;NFE2L2;NFIC;NFKB1;NFKBIA;NPM1;NR3C1;NUCKS1;PCGF5;PIK3R1;PLAG1;POU3F3;PRRX1;PTEN;RUNX2;RYBP;SALL1;SATB2;SKI;SMAD3;SMARCA5;SMO;SOX4;SOX9;SPIN1;SSBP3;TCF7L2;TEAD1;TET2;TFDP2;TGFB2;TP53;WNT4;WNT5A;ZBTB38;ZIC1;ZMIZ1
GO:0010557	Positive Regulation of Macromolecule Biosynthetic Process	Transcription (RNA Pol II / DNA-templated)	Transcription & gene expression	Gene regulation & genome maintenance	cortical+limb+trunk	9.64858510897107e-08	BMP2;BMP6;BMPR1B;DYRK2;FBLN1;FGFR4;FN1;FUBP1;FUBP3;HMGA2;IGF1;INSR;IRS1;ITGB8;LEF1;MEF2C;MYC;NFE2L2;NFKB1;PIK3CD;POU3F3;SFRP4;SLC38A2;SMAD3;SMO;SMOC2;SOX9;SPRY2;TGFB2;TP53;WNT5A
GO:1902680	Positive Regulation of RNA Biosynthetic Process	Transcription (RNA Pol II / DNA-templated)	Transcription & gene expression	Gene regulation & genome maintenance	cortical+limb+trunk	4.54225323107114e-08	BAMBI;BMP2;CREB5;CTNNB1;DLX5;ELF2;EOMES;ESR1;FOXO1;FOXO3;FUBP3;GLI2;HMGA1;HMGA2;IGF1;KMT2E;LEF1;MAX;MED13;MEF2C;MYC;NCOA1;NFATC1;NFE2L2;NFKB1;NPM1;PCGF5;POU3F3;RUNX2;RYBP;SALL1;SMAD3;SOX4;SOX9;SPIN1;TEAD1;TP53;WNT4;WNT5A;ZIC1
GO:0045944	Positive Regulation of Transcription by RNA Polymerase II	Transcription (RNA Pol II / DNA-templated)	Transcription & gene expression	Gene regulation & genome maintenance	cortical+limb+trunk	1.13607329927122e-09	ABL1;ASXL1;BCL11A;BMP2;BMP5;BMP6;BMPR1B;BRD3;CTNNB1;CYTL1;DAB2;DLX5;DOT1L;E2F7;EOMES;ERG;ESR1;FOXD2;FOXO1;FOXO3;FUBP3;GLI2;HMGA1;HMGA2;IGF1;JAG1;LEF1;MAX;MED13;MEF2C;MEOX2;MLLT10;MYC;NCOA1;NFATC1;NFATC4;NFE2L2;NFIC;NFKB1;NFKBIA;NPM1;NR3C1;NUCKS1;PCGF5;PIK3R1;PLAG1;PRRX1;PTEN;RUNX2;SALL1;SATB2;SKI;SMAD3;SMARCA5;SMO;SOX4;SOX9;SSBP3;TCF7L2;TEAD1;TET2;TFDP2;TP53;WNT5A;ZBTB38;ZMIZ1
GO:0006355	Regulation of DNA-templated Transcription	Transcription (RNA Pol II / DNA-templated)	Transcription & gene expression	Gene regulation & genome maintenance	cortical+limb+trunk	2.61609996423987e-09	ABL1;BAMBI;BCL11A;BCL6;BMP2;BNC2;BRD3;CREB5;CTNNB1;DLX5;DNMT3A;E2F7;EBF1;EFEMP1;ELF2;EOMES;ERG;ESR1;ETV6;EZH2;FOXD2;FOXO1;FOXO3;FOXP1;FUBP1;FUBP3;GLI2;HMGA1;HMGA2;ID4;IGF1;INSR;KMT2E;L3MBTL3;LCORL;LEF1;LOXL2;MAX;MED13;MEF2C;MEOX2;MKX;MLLT10;MYC;NCOA1;NCOR1;NFATC1;NFE2L2;NFIC;NFKB1;NPM1;NR3C1;PCGF5;PITX1;PLAG1;PML;POU3F3;PRRX1;RAD21;RBL2;RUNX2;RYBP;SALL1;SATB2;SCMH1;SMAD3;SMAD6;SMARCA5;SNAI2;SOX4;SOX5;SOX9;SPIN1;SPTY2D1;SUFU;TCF7L2;TEAD1;TFDP2;TP53;TRPS1;UBE2L3;VGLL2;VGLL4;WNT4;WNT5A;WWC2;ZBTB38;ZFAT;ZIC1;ZMIZ1;ZNF354C;ZNF462
GO:2001141	Regulation of RNA Biosynthetic Process	Transcription (RNA Pol II / DNA-templated)	Transcription & gene expression	Gene regulation & genome maintenance	limb+trunk	5.33046504220012e-07	ABL1;BMP2;BNC2;EFEMP1;ESR1;EZH2;HMGA1;HMGA2;INSR;KMT2E;MEF2C;NR3C1;PLAG1;PML;RBL2;RYBP;SMAD3;SMARCA5;SNAI2;SOX4;SPIN1;SPTY2D1;SUFU;UBE2L3;WWC2;ZBTB38;ZFAT;ZNF462
GO:0006357	Regulation of Transcription by RNA Polymerase II	Transcription (RNA Pol II / DNA-templated)	Transcription & gene expression	Gene regulation & genome maintenance	cortical+limb+trunk	8.6888176801841e-09	ABL1;ASXL1;BCL11A;BCL6;BMP2;BMP5;BMP6;BMPR1B;BRD3;CREB5;CTNNB1;CYTL1;DAB2;DLX5;DNMT3A;DOT1L;E2F7;EBF1;ELF2;EOMES;ERG;ESR1;ETV6;EZH2;FOXD2;FOXO1;FOXO3;FOXP1;FUBP1;FUBP3;GLI2;HEXIM1;HMGA1;HMGA2;ID4;IGF1;JAG1;JAZF1;LCORL;LEF1;LOXL2;MAX;MED13;MEF2C;MEOX2;MKX;MLLT10;MYC;NCOA1;NCOR1;NFATC1;NFATC4;NFE2L2;NFIC;NFKB1;NFKBIA;NIPBL;NPM1;NR3C1;NUCKS1;PCGF5;PIK3R1;PITX1;PLAG1;POU3F3;PRDM6;PRRX1;PTCH1;PTEN;RAD21;RUNX2;SALL1;SATB2;SFRP4;SKI;SMAD3;SMAD6;SMARCA5;SMO;SNAI2;SOX4;SOX5;SOX9;SSBP3;SUFU;SUZ12;TCF7L2;TEAD1;TET2;TFDP2;TP53;TRPS1;VGLL2;WNT5A;WWC2;ZBTB20;ZBTB38;ZIC1;ZMIZ1;ZNF354C
GO:0030097	Hemopoiesis	Haematopoiesis	Immune & inflammatory signalling	Immune & inflammatory	trunk	0.0346248990639875	JAG1;RUNX2;TET2;TGFB2;WNT5A
GO:0031666	Positive Regulation of Lipopolysaccharide-Mediated Signaling Pathway	LPS / innate-immune signalling	Immune & inflammatory signalling	Immune & inflammatory	trunk	0.0252083743033831	BMP6;PRKCA
GO:0045582	Positive Regulation of T Cell Differentiation	Lymphocyte differentiation	Immune & inflammatory signalling	Immune & inflammatory	limb+trunk	0.00916301598841142	BCL6;FOXO3;GLI2;LEF1;SOX4;ZMIZ1
GO:0002634	Regulation of Germinal Center Formation	Lymphocyte differentiation	Immune & inflammatory signalling	Immune & inflammatory	limb+trunk	0.00851143570316317	BCL6;MEF2C
GO:0030225	Macrophage Differentiation	Myeloid / leukocyte differentiation	Immune & inflammatory signalling	Immune & inflammatory	cortical	0.0275985463956609	CDC42;NPM1
GO:0002573	Myeloid Leukocyte Differentiation	Myeloid / leukocyte differentiation	Immune & inflammatory signalling	Immune & inflammatory	cortical	0.00457731377480695	CDC42;FOXP1;NPM1;PIK3CD
GO:0045655	Regulation of Monocyte Differentiation	Myeloid / leukocyte differentiation	Immune & inflammatory signalling	Immune & inflammatory	cortical	0.0161857009644543	CDK6;FOXP1
GO:0007249	Canonical NF-kappaB Signal Transduction	NF-κB signalling	Immune & inflammatory signalling	Immune & inflammatory	cortical	0.0388797001415158	NFKB1;NPM1
GO:0002831	Regulation of Response to Biotic Stimulus	Response to biotic/immune stimulus	Immune & inflammatory signalling	Immune & inflammatory	cortical	0.0381500856458448	FOXP1;LRP8
GO:0033209	Tumor Necrosis Factor-Mediated Signaling Pathway	TNF signalling	Immune & inflammatory signalling	Immune & inflammatory	cortical	0.0400010180118339	NFKB1;TP53
GO:0045444	Fat Cell Differentiation	Adipocyte differentiation	Insulin/IGF, glucose & energy metabolism	Metabolic & endocrine	trunk	0.043455138048801	FOXO1;HMGA2;SMAD6;TCF7L2
GO:0045913	Positive Regulation of Carbohydrate Metabolic Process	Carbohydrate metabolism	Insulin/IGF, glucose & energy metabolism	Metabolic & endocrine	limb	0.0277503318049095	INSR;IRS1;ZBTB20
GO:0042593	Glucose Homeostasis	Glucose homeostasis	Insulin/IGF, glucose & energy metabolism	Metabolic & endocrine	trunk	8.09148350356681e-05	FGFR4;FOXO1;GNAS;INSR;IRS1;NUCKS1;PIK3R1;SOX4;TCF7L2
GO:0001678	Intracellular Glucose Homeostasis	Glucose homeostasis	Insulin/IGF, glucose & energy metabolism	Metabolic & endocrine	trunk	0.000533716754861014	FOXO1;GNAS;IGF1R;NUCKS1;PIK3R1;SOX4
GO:0046326	Positive Regulation of D-glucose Import Across Plasma Membrane	Glucose import/transport	Insulin/IGF, glucose & energy metabolism	Metabolic & endocrine	trunk	0.00264581793797419	IGF1;INSR;IRS1;PIK3R1
GO:0010828	Positive Regulation of D-glucose Transmembrane Transport	Glucose import/transport	Insulin/IGF, glucose & energy metabolism	Metabolic & endocrine	trunk	0.0060919377462018	IGF1;INSR;IRS1;PIK3R1
GO:0046324	Regulation of D-glucose Import Across Plasma Membrane	Glucose import/transport	Insulin/IGF, glucose & energy metabolism	Metabolic & endocrine	trunk	0.00093395671126773	GRB10;IGF1;INSR;IRS1;PIK3R1
GO:0045725	Positive Regulation of Glycogen Biosynthetic Process	Glycogen metabolism	Insulin/IGF, glucose & energy metabolism	Metabolic & endocrine	limb+trunk	0.0054198827686391	IGF1;INSR;IRS1
GO:0070875	Positive Regulation of Glycogen Metabolic Process	Glycogen metabolism	Insulin/IGF, glucose & energy metabolism	Metabolic & endocrine	limb+trunk	0.00765727268322446	IGF1;INSR;IRS1
GO:0005979	Regulation of Glycogen Biosynthetic Process	Glycogen metabolism	Insulin/IGF, glucose & energy metabolism	Metabolic & endocrine	cortical+trunk	0.00298374415954639	DYRK2;GRB10;IGF1;INSR;IRS1
GO:0071378	Cellular Response to Growth Hormone Stimulus	Growth-hormone signalling	Insulin/IGF, glucose & energy metabolism	Metabolic & endocrine	trunk	0.000465474350363309	GHR;IGF1;PIK3R1;SOCS2
GO:0060396	Growth Hormone Receptor Signaling Pathway	Growth-hormone signalling	Insulin/IGF, glucose & energy metabolism	Metabolic & endocrine	trunk	0.00174625642158492	GHR;IGF1;PIK3R1;SOCS2
GO:0032024	Positive Regulation of Insulin Secretion	Insulin secretion	Insulin/IGF, glucose & energy metabolism	Metabolic & endocrine	trunk	0.0189147878433487	GNAS;PRKCA;SOX4;TCF7L2
GO:0050796	Regulation of Insulin Secretion	Insulin secretion	Insulin/IGF, glucose & energy metabolism	Metabolic & endocrine	trunk	0.00807786204086159	FOXO1;GNAS;IRS1;PRKCA;SOX4;TCF7L2
GO:0032869	Cellular Response to Insulin Stimulus	Insulin/IGF signalling	Insulin/IGF, glucose & energy metabolism	Metabolic & endocrine	cortical+trunk	0.00268825032927914	AKT3;APC;FOXO1;GRB10;IGF1;IGF1R;INSR;IRS1;PIK3R1
GO:0008286	Insulin Receptor Signaling Pathway	Insulin/IGF signalling	Insulin/IGF, glucose & energy metabolism	Metabolic & endocrine	cortical+limb+trunk	7.20430939125188e-05	AKT3;APC;FOXO1;GRB10;GRB2;IGF1;IGF1R;INSR;IRS1;PIK3R1
GO:0048009	Insulin-like Growth Factor Receptor Signaling Pathway	Insulin/IGF signalling	Insulin/IGF, glucose & energy metabolism	Metabolic & endocrine	limb+trunk	7.24858224214662e-06	GHR;IGF1;IGF1R;IRS1;PIK3R1
GO:1900077	Negative Regulation of Cellular Response to Insulin Stimulus	Insulin/IGF signalling	Insulin/IGF, glucose & energy metabolism	Metabolic & endocrine	cortical+trunk	0.0352312048509372	FBXW8;GRB10;IRS1;PTPN1
GO:0046627	Negative Regulation of Insulin Receptor Signaling Pathway	Insulin/IGF signalling	Insulin/IGF, glucose & energy metabolism	Metabolic & endocrine	cortical+trunk	0.0352312048509372	FBXW8;GRB10;IRS1;PTPN1
GO:0043569	Negative Regulation of Insulin-Like Growth Factor Receptor Signaling Pathway	Insulin/IGF signalling	Insulin/IGF, glucose & energy metabolism	Metabolic & endocrine	trunk	0.0161513017728003	BMP2;BMP5
GO:0046626	Regulation of Insulin Receptor Signaling Pathway	Insulin/IGF signalling	Insulin/IGF, glucose & energy metabolism	Metabolic & endocrine	trunk	0.0216621028134014	FBXW8;GRB10;IRS1;NUCKS1
GO:0043567	Regulation of Insulin-Like Growth Factor Receptor Signaling Pathway	Insulin/IGF signalling	Insulin/IGF, glucose & energy metabolism	Metabolic & endocrine	trunk	0.00108727442768804	BMP2;BMP5;IGF1;IGFBP3
GO:0032868	Response to Insulin	Insulin/IGF signalling	Insulin/IGF, glucose & energy metabolism	Metabolic & endocrine	trunk	0.0178033836743701	FOXO1;GRB10;INSR;IRS1;PIK3R1
GO:0006879	Intracellular Iron Ion Homeostasis	Iron homeostasis	Insulin/IGF, glucose & energy metabolism	Metabolic & endocrine	trunk	0.0392055909010989	BMP2;BMP6;CYBRD1;MYC
